"musica";"musica_parecida";"nivel_de_similaridade"
"WELTiTA - Bad Bunny, Chuwi";"Please Please Please";15,9117262423826
"Blue Jean Baby - Zach Bryan";"4X4";15,8641648431268
"APT. - ROSÉ, Bruno Mars";"KETU TeCRÉ";15,8442824837238
"APT. - ROSÉ, Bruno Mars";"KETU TeCRÉ";15,8241310794417
"CAFé CON RON - Bad Bunny, Los Pleneros de la Cresta";"4X4";15,7942169294861
"squabble up - Kendrick Lamar";"WELTiTA";15,7796764748165
"BOKeTE - Bad Bunny";"DENIAL IS A RIVER";15,760261653429
"Love Somebody - Morgan Wallen";"PERFuMITO NUEVO";15,7414211566051
"End of Beginning - Djo";"PERFuMITO NUEVO";15,7313072269364
"Pink Pony Club - Chappell Roan";"PERFuMITO NUEVO";15,7307367291765
"Pink Pony Club - Chappell Roan";"PERFuMITO NUEVO";15,7307367291765
"Tweaker - G3 GELO";"EoO";15,6882339346965
"Baptized In Fear - The Weeknd";"PERFuMITO NUEVO";15,6840290588641
"No Pole - Don Toliver";"DENIAL IS A RIVER";15,6561550215207
"Scorsese Baby Daddy - SZA";"LO QUE LE PASÓ A HAWAii";15,6557849387424
"I'm The Problem - Morgan Wallen";"HOT TO GO!";15,6526465937687
"I'm The Problem - Morgan Wallen";"HOT TO GO!";15,6526465937687
"Timeless - The Weeknd";"BAILE INoLVIDABLE";15,6423569304493
"DJ's Chord Organ (feat. SZA) - Mac Miller, SZA";"Dum, Dumb, and Dumber (with Young Thug & Future)";15,640318129854
"Not Like Us - Kendrick Lamar";"BAILE INoLVIDABLE";15,6401102337633
"Pink Skies - Zach Bryan";"PERFuMITO NUEVO";15,6316480537221
"505 - Arctic Monkeys";"VOY A LLeVARTE PA PR";15,6195529658532
"Lovin On Me - Jack Harlow";"BAILE INoLVIDABLE";15,6065292547031
"BAILE INoLVIDABLE - Bad Bunny";"Again";15,5942309920781
"BOKeTE - Bad Bunny";"Again";15,580984186456
"Niagara Falls - The Weeknd";"TURiSTA";15,5425478159439
"I Remember Everything (feat. Kacey Musgraves) - Zach Bryan, Kacey Musgraves";"Baptized In Fear";15,5380336756147
"squabble up - Kendrick Lamar";"LO QUE LE PASÓ A HAWAii";15,521613844022
"Opening Night - The Weeknd";"BOKeTE";15,516411419502
"TURiSTA - Bad Bunny";"Who";15,5081587033364
"BMF - SZA";"LO QUE LE PASÓ A HAWAii";15,503391765557
"Given Up On Me - The Weeknd";"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)";15,4866918638794
"Not Like Us - Kendrick Lamar";"Messy";15,4724527935404
"PIToRRO DE COCO - Bad Bunny";"VOY A LLeVARTE PA PR";15,4500452514235
"NISSAN ALTIMA - Doechii";"BAILE INoLVIDABLE";15,4421814989372
"Kill Bill - SZA";"BOKeTE";15,4350765696384
"Empty Out Your Pockets - Juice WRLD";"KETU TeCRÉ";15,4339982948519
"Kill Bill - SZA";"BOKeTE";15,3915391369279
"Cry For Me - The Weeknd";"KLOuFRENS";15,3719959096444
"CHIHIRO - Billie Eilish";"Messy";15,3611596983537
"Enjoy The Show (feat. Future) - The Weeknd, Future";"TURiSTA";15,3440683476535
"Who - Jimin";"BOKeTE";15,336645980532
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"TURiSTA";15,3081388093117
"Sweater Weather - The Neighbourhood";"KLOuFRENS";15,2971165465849
"A Bar Song (Tipsy) - Shaboozey";"The Abyss";15,2911999283839
"Sweater Weather - The Neighbourhood";"KLOuFRENS";15,2583997300292
"Opening Night - The Weeknd";"Messy";15,2266829798805
"LO QUE LE PASÓ A HAWAii - Bad Bunny";"LA MuDANZA";15,2093153964838
"NISSAN ALTIMA - Doechii";"WELTiTA";15,1922420574433
"Bed Chem - Sabrina Carpenter";"PERFuMITO NUEVO";15,1912824866604
"A Bar Song (Tipsy) - Shaboozey";"PERFuMITO NUEVO";15,1621973756842
"Messy - Lola Young";"EoO";15,1504123206235
"Saturn - SZA";"4X4";15,1330963820211
"LA MuDANZA - Bad Bunny";"Messy";15,1201886170713
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"BOKeTE";15,1182943895982
"That's So True - Gracie Abrams";"VOY A LLeVARTE PA PR";15,1138072495135
"Stoned - Mac Miller";"BAILE INoLVIDABLE";15,0639920396141
"End of Beginning - Djo";"KLOuFRENS";15,0519389733272
"Take Me Back To LA - The Weeknd";"The Abyss";15,0491722386908
"HOT TO GO! - Chappell Roan";"KETU TeCRÉ";15,0401408157215
"HOT TO GO! - Chappell Roan";"KETU TeCRÉ";15,0401408157215
"Blue Jean Baby - Zach Bryan";"PERFuMITO NUEVO";14,9898475932889
"MILLION DOLLAR BABY - Tommy Richman";"NUEVAYoL";14,9824337415839
"Gang Baby - NLE Choppa";"4X4";14,9701902394791
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"Die With A Smile";14,9668558226839
"KLOuFRENS - Bad Bunny";"Who";14,9433301357534
"Not Like Us - Kendrick Lamar";"Too Sweet";14,9270390342152
"Espresso - Sabrina Carpenter";"PERFuMITO NUEVO";14,923718121827
"Niagara Falls - The Weeknd";"KLOuFRENS";14,9227255092449
"Funny Papers - Mac Miller";"Messy";14,9173482415148
"LO QUE LE PASÓ A HAWAii - Bad Bunny";"Too Sweet";14,8793248911135
"Qué Pasaría... - Rauw Alejandro, Bad Bunny";"4X4";14,8535927980481
"What Do I Do - SZA";"VOY A LLeVARTE PA PR";14,8048208453425
"4X4 - Travis Scott";"BOKeTE";14,7763632137056
"Enjoy The Show (feat. Future) - The Weeknd, Future";"KLOuFRENS";14,7680656698894
"Gang Baby - NLE Choppa";"BOKeTE";14,7508795472364
"Too Sweet - Hozier";"Messy";14,749100003831
"Loco - Neton Vega";"VOY A LLeVARTE PA PR";14,7192849316455
"Too Sweet - Hozier";"Messy";14,7050382572927
"squabble up - Kendrick Lamar";"BAILE INoLVIDABLE";14,7010276468295
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"KLOuFRENS";14,6826620685774
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"VOY A LLeVARTE PA PR";14,6646380018333
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"VOY A LLeVARTE PA PR";14,6378579392876
"Bed Chem - Sabrina Carpenter";"The Abyss";14,6216521993804
"PERFuMITO NUEVO - Bad Bunny, RaiNao";"HOT TO GO!";14,6121211649308
"PERFuMITO NUEVO - Bad Bunny, RaiNao";"HOT TO GO!";14,6121211649308
"Like Him (feat. Lola Young) - Tyler, The Creator, Lola Young";"Baptized In Fear";14,5854041829385
"Opening Night - The Weeknd";"KLOuFRENS";14,5777753212792
"Espresso - Sabrina Carpenter";"VOY A LLeVARTE PA PR";14,5741966717793
"Bed Chem - Sabrina Carpenter";"KLOuFRENS";14,5352356048492
"Sports car - Tate McRae";"NUEVAYoL";14,5305342976581
"Love Somebody - Morgan Wallen";"LO QUE LE PASÓ A HAWAii";14,5304863802761
"LO QUE LE PASÓ A HAWAii - Bad Bunny";"Too Sweet";14,5232628947784
"Who - Jimin";"TURiSTA";14,5190297846828
"PIToRRO DE COCO - Bad Bunny";"BAILE INoLVIDABLE";14,5167566426573
"Good Luck, Babe! - Chappell Roan";"NUEVAYoL";14,5150349455597
"A Bar Song (Tipsy) - Shaboozey";"KLOuFRENS";14,5074065561165
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"KLOuFRENS";14,5051589059489
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"NUEVAYoL";14,5037982376986
"Again - Fetty Wap";"BOKeTE";14,5033808159157
"Loco - Neton Vega";"BAILE INoLVIDABLE";14,4963546725877
"Niagara Falls - The Weeknd";"VOY A LLeVARTE PA PR";14,489660188471
"I Can't Wait To Get There - The Weeknd";"Dum, Dumb, and Dumber (with Young Thug & Future)";14,454523935628
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"TURiSTA";14,4427079306233
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"NUEVAYoL";14,4171753832569
"Lose Control - Teddy Swims";"The Abyss";14,3890150041836
"APT. - ROSÉ, Bruno Mars";"Given Up On Me";14,3012519257779
"I'm The Problem - Morgan Wallen";"Messy";14,2884355539174
"Messy - Lola Young";"Too Sweet";14,2561710967085
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"PERFuMITO NUEVO";14,240564720562
"Cry For Me - The Weeknd";"WELTiTA";14,2234068381137
"I'm The Problem - Morgan Wallen";"BAILE INoLVIDABLE";14,2120572043641
"Cry For Me - The Weeknd";"Messy";14,1919041469549
"APT. - ROSÉ, Bruno Mars";"Given Up On Me";14,1764285259175
"Too Sweet - Hozier";"BOKeTE";14,1049196601953
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"Messy";14,0954758316481
"MILLION DOLLAR BABY - Tommy Richman";"PERFuMITO NUEVO";14,0199385125931
"Timeless - The Weeknd";"VOY A LLeVARTE PA PR";14,0189831044244
"WILDFLOWER - Billie Eilish";"DENIAL IS A RIVER";13,9912410228492
"Messy - Lola Young";"Too Sweet";13,9400301591836
"Please Please Please - Sabrina Carpenter";"LO QUE LE PASÓ A HAWAii";13,9239844513389
"Snooze - SZA";"VOY A LLeVARTE PA PR";13,9106925616922
"Qué Pasaría... - Rauw Alejandro, Bad Bunny";"BAILE INoLVIDABLE";13,9076126366816
"Too Sweet - Hozier";"BOKeTE";13,8709166882616
"Kill Bill - SZA";"NUEVAYoL";13,866223053406
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"Messy";13,8545313062674
"Kill Bill - SZA";"NUEVAYoL";13,8271108565592
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"Too Sweet";13,7865744699095
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"NUEVAYoL";13,7489333303588
"KETU TeCRÉ - Bad Bunny";"DENIAL IS A RIVER";13,7451424517433
"EL CLúB - Bad Bunny";"WELTiTA";13,7329831470171
"EL CLúB - Bad Bunny";"WELTiTA";13,7329831470171
"NISSAN ALTIMA - Doechii";"VOY A LLeVARTE PA PR";13,6999822870015
"No Pole - Don Toliver";"BAILE INoLVIDABLE";13,6905327841134
"Good Luck, Babe! - Chappell Roan";"PERFuMITO NUEVO";13,6848362657994
"Messy - Lola Young";"BOKeTE";13,6441331702501
"LA MuDANZA - Bad Bunny";"LO QUE LE PASÓ A HAWAii";13,6295887098337
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"EoO";13,616395695039
"Sports car - Tate McRae";"PERFuMITO NUEVO";13,5970698033438
"Snooze - SZA";"Too Sweet";13,5879301112833
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"PERFuMITO NUEVO";13,5720513101427
"BMF - SZA";"BAILE INoLVIDABLE";13,550883088593
"DtMF - Bad Bunny";"The Abyss";13,5040498479793
"BMF - SZA";"WELTiTA";13,4880996127907
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"KLOuFRENS";13,4715595540302
"Not Like Us - Kendrick Lamar";"Too Sweet";13,4710300170284
"See You Again (feat. Kali Uchis) - Tyler, The Creator, Kali Uchis";"Dum, Dumb, and Dumber (with Young Thug & Future)";13,4322519886849
"MILLION DOLLAR BABY - Tommy Richman";"KLOuFRENS";13,4144769952756
"Taste - Sabrina Carpenter";"WELTiTA";13,4055555023658
"Who - Jimin";"KLOuFRENS";13,3437151662107
"VeLDÁ - Bad Bunny, Omar Courtz, Dei V";"HOT TO GO!";13,3336255680907
"VeLDÁ - Bad Bunny, Omar Courtz, Dei V";"HOT TO GO!";13,3336255680907
"That's So True - Gracie Abrams";"HOT TO GO!";13,329488206754
"That's So True - Gracie Abrams";"HOT TO GO!";13,329488206754
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"VOY A LLeVARTE PA PR";13,300129358061
"Again - Fetty Wap";"TURiSTA";13,2525100759595
"Pink Pony Club - Chappell Roan";"NUEVAYoL";13,1971102268749
"Pink Pony Club - Chappell Roan";"NUEVAYoL";13,1971102268749
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"VOY A LLeVARTE PA PR";13,1969417707495
"HOT TO GO! - Chappell Roan";"The Abyss";13,1866345005875
"HOT TO GO! - Chappell Roan";"The Abyss";13,1866345005875
"Snooze - SZA";"WELTiTA";13,1844467802705
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"LA MuDANZA";13,1644253187443
"Good Luck, Babe! - Chappell Roan";"KLOuFRENS";13,1625964279462
"Opening Night - The Weeknd";"WELTiTA";13,1464748442598
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"NUEVAYoL";13,1343747734898
"Tweaker - GELO";"NUEVAYoL";13,0781139197147
"squabble up - Kendrick Lamar";"VOY A LLeVARTE PA PR";13,0422941050681
"DENIAL IS A RIVER - Doechii";"EoO";13,0213420921525
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"KLOuFRENS";13,0210909997827
"Like Him (feat. Lola Young) - Tyler, The Creator, Lola Young";"PERFuMITO NUEVO";13,0180944661795
"Scorsese Baby Daddy - SZA";"BAILE INoLVIDABLE";13,0178576545614
"Sports car - Tate McRae";"KLOuFRENS";13,0098701871109
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"HOT TO GO!";12,9948959181407
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"HOT TO GO!";12,9948959181407
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"KLOuFRENS";12,985932136227
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"VOY A LLeVARTE PA PR";12,9777701866623
"What Do I Do - SZA";"NUEVAYoL";12,9708370532614
"Friendly Hallucinations - Mac Miller";"HOT TO GO!";12,9580969579851
"Friendly Hallucinations - Mac Miller";"HOT TO GO!";12,9580969579851
"Again - Fetty Wap";"TURiSTA";12,9500346321992
"WILDFLOWER - Billie Eilish";"4X4";12,9434291580801
"Funny Papers - Mac Miller";"The Abyss";12,9312627470634
"30 For 30 (with Kendrick Lamar) - SZA, Kendrick Lamar";"Too Sweet";12,9244885870177
"5 Dollar Pony Rides - Mac Miller";"Too Sweet";12,9108919085232
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"EoO";12,8959088088822
"Tweaker - G3 GELO";"NUEVAYoL";12,885727603497
"MILLION DOLLAR BABY - Tommy Richman";"The Abyss";12,8747327323147
"Gang Baby - NLE Choppa";"Enjoy The Show (feat. Future)";12,8735731199767
"Snooze - SZA";"Messy";12,8620091702893
"No Pole - Don Toliver";"WELTiTA";12,8165999434034
"Beautiful Things - Benson Boone";"The Abyss";12,7512372986941
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"NUEVAYoL";12,741518051275
"5 Dollar Pony Rides - Mac Miller";"Too Sweet";12,7202251081434
"End of Beginning - Djo";"The Abyss";12,6891149352462
"Who - Jimin";"LO QUE LE PASÓ A HAWAii";12,6842183912944
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"LA MuDANZA";12,6791361217934
"EoO - Bad Bunny";"Who";12,6520609582248
"Snooze - SZA";"Too Sweet";12,6362435180129
"BIRDS OF A FEATHER - Billie Eilish";"PERFuMITO NUEVO";12,5907053844298
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"PERFuMITO NUEVO";12,5459980790114
"Stoned - Mac Miller";"Too Sweet";12,5441435673997
"No One Noticed - The Marías";"Messy";12,5166061036372
"Again - Fetty Wap";"BOKeTE";12,5133981465362
"Again - Fetty Wap";"KLOuFRENS";12,4907817368868
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"Given Up On Me";12,4709283315751
"VOY A LLeVARTE PA PR - Bad Bunny";"4X4";12,425417601846
"Kill Bill - SZA";"KLOuFRENS";12,41508111229
"Pink Pony Club - Chappell Roan";"VOY A LLeVARTE PA PR";12,4114584578708
"Pink Pony Club - Chappell Roan";"VOY A LLeVARTE PA PR";12,4114584578708
"Kill Bill - SZA";"KLOuFRENS";12,3800621244616
"BOKeTE - Bad Bunny";"Who";12,3490622486469
"Tweaker - G3 GELO";"4X4";12,3121031382199
"Tweaker - GELO";"KLOuFRENS";12,2933279095612
"Stoned - Mac Miller";"Too Sweet";12,2840524399819
"Opening Night - The Weeknd";"PERFuMITO NUEVO";12,2280761227421
"Love Somebody - Morgan Wallen";"VOY A LLeVARTE PA PR";12,2026823596536
"Again - Fetty Wap";"KLOuFRENS";12,1944501071737
"Beautiful Things - Benson Boone";"WELTiTA";12,12408003361
"Stuff (feat. Travis Scott) - Lil Baby, Travis Scott";"EoO";12,1183221941231
"Tweaker - G3 GELO";"KLOuFRENS";12,1124862312354
"I Love You, I'm Sorry - Gracie Abrams";"4X4";12,0885700797582
"Do You Have A Destination? - Mac Miller";"BAILE INoLVIDABLE";12,0849339129396
"DENIAL IS A RIVER - Doechii";"WELTiTA";12,0639381396167
"I Had Some Help (Feat. Morgan Wallen) - Post Malone, Morgan Wallen";"PERFuMITO NUEVO";12,0464782345615
"Too Sweet - Hozier";"TURiSTA";12,0390281572674
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"KLOuFRENS";12,0136608444116
"Lovin On Me - Jack Harlow";"VOY A LLeVARTE PA PR";11,9046249398574
"Messy - Lola Young";"TURiSTA";11,8753841894653
"That's So True - Gracie Abrams";"BAILE INoLVIDABLE";11,8546682542814
"Wake Me Up (feat. Justice) - The Weeknd, Justice";"WELTiTA";11,8482547534956
"Stick Season - Noah Kahan";"The Abyss";11,8366921666409
"luther (with sza) - Kendrick Lamar, SZA";"BAILE INoLVIDABLE";11,8365483724055
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"NUEVAYoL";11,8211236784995
"Too Sweet - Hozier";"TURiSTA";11,8115503998343
"No Pole - Don Toliver";"HOT TO GO!";11,7920613668448
"No Pole - Don Toliver";"HOT TO GO!";11,7920613668448
"Kill Bill - SZA";"TURiSTA";11,7652970478281
"No One Noticed - The Marías";"Too Sweet";11,7575102056076
"NUEVAYoL - Bad Bunny";"Who";11,6391900251651
"Who - Jimin";"PERFuMITO NUEVO";11,6190364789445
"Take Me Back To LA - The Weeknd";"Too Sweet";11,6169801060203
"That's So True - Gracie Abrams";"Too Sweet";11,5857161875217
"Open Hearts - The Weeknd";"BOKeTE";11,5786941083147
"That's So True - Gracie Abrams";"PERFuMITO NUEVO";11,5430982795634
"Scorsese Baby Daddy - SZA";"WELTiTA";11,4570559433318
"Indigo (feat. Avery Anna) - Sam Barber, Avery Anna";"LA MuDANZA";11,3965604695833
"WELTiTA - Bad Bunny, Chuwi";"505";11,3753832650796
"Die With A Smile - Lady Gaga, Bruno Mars";"WELTiTA";11,3253622459032
"Qué Pasaría... - Rauw Alejandro, Bad Bunny";"HOT TO GO!";11,2625801493721
"Qué Pasaría... - Rauw Alejandro, Bad Bunny";"HOT TO GO!";11,2625801493721
"BAILE INoLVIDABLE - Bad Bunny";"Who";11,2136560025503
"That's So True - Gracie Abrams";"Too Sweet";11,2062894019297
"Enjoy The Show (feat. Future) - The Weeknd, Future";"WELTiTA";11,1950872547491
"APT. - ROSÉ, Bruno Mars";"NUEVAYoL";11,1882973381373
"APT. - ROSÉ, Bruno Mars";"NUEVAYoL";11,1665783004736
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"LA MuDANZA";11,1034353109469
"What Do I Do - SZA";"BOKeTE";11,095954872368
"5 Dollar Pony Rides - Mac Miller";"VOY A LLeVARTE PA PR";11,0253862361412
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"4X4";10,992383802502
"Sweater Weather - The Neighbourhood";"VOY A LLeVARTE PA PR";10,9858083054615
"Abracadabra - Lady Gaga";"BAILE INoLVIDABLE";10,9773055849849
"Sweater Weather - The Neighbourhood";"VOY A LLeVARTE PA PR";10,9580033578047
"Reflections Laughing (feat. Travis Scott, Florence + The Machine) - The Weeknd, Travis Scott, Florence + The Machine";"The Abyss";10,9507818298092
"No One Noticed - The Marías";"Too Sweet";10,9326103989098
"End of Beginning - Djo";"4X4";10,8979581823042
"See You Again (feat. Kali Uchis) - Tyler, The Creator, Kali Uchis";"Messy";10,8797685249965
"I Love You, I'm Sorry - Gracie Abrams";"The Abyss";10,8789479833142
"NISSAN ALTIMA - Doechii";"PERFuMITO NUEVO";10,8746820518905
"Opening Night - The Weeknd";"TURiSTA";10,8733226076036
"Kill Bill - SZA";"TURiSTA";10,8677575022924
"TURiSTA - Bad Bunny";"Messy";10,8206606873177
"Smile - Morgan Wallen";"Too Sweet";10,7946411619211
"WHATCHU KNO ABOUT ME (feat. Sexyy Red) - GloRilla, Sexyy Red";"KLOuFRENS";10,7653416405131
"Sailor Song - Gigi Perez";"4X4";10,7577563195539
"Please Please Please - Sabrina Carpenter";"BAILE INoLVIDABLE";10,7517230959534
"4X4 - Travis Scott";"TURiSTA";10,7361059373775
"I Can't Wait To Get There - The Weeknd";"HOT TO GO!";10,731309120314
"I Can't Wait To Get There - The Weeknd";"HOT TO GO!";10,731309120314
"Taste - Sabrina Carpenter";"BAILE INoLVIDABLE";10,7251569868749
"WELTiTA - Bad Bunny, Chuwi";"505";10,7079824158208
"Take Me Back To LA - The Weeknd";"Too Sweet";10,6853967523767
"Please Please Please - Sabrina Carpenter";"VOY A LLeVARTE PA PR";10,6819782842338
"Too Sweet - Hozier";"NUEVAYoL";10,6242751047106
"Blue Jean Baby - Zach Bryan";"Too Sweet";10,5786433721792
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"TURiSTA";10,5138876590817
"Saturn - SZA";"Too Sweet";10,5120490509497
"TURiSTA - Bad Bunny";"Too Sweet";10,4715772440468
"Messy - Lola Young";"NUEVAYoL";10,4524508986227
"Bed Chem - Sabrina Carpenter";"VOY A LLeVARTE PA PR";10,4386543400718
"A Bar Song (Tipsy) - Shaboozey";"VOY A LLeVARTE PA PR";10,4186685738806
"Too Sweet - Hozier";"NUEVAYoL";10,4012659106655
"Blue Jean Baby - Zach Bryan";"WELTiTA";10,3919709210433
"Who - Jimin";"VOY A LLeVARTE PA PR";10,3215494500898
"Blue Jean Baby - Zach Bryan";"Too Sweet";10,2618218124518
"DENIAL IS A RIVER - Doechii";"NUEVAYoL";10,2271686859407
"4X4 - Travis Scott";"KLOuFRENS";10,1096956044547
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"KLOuFRENS";10,0889911780366
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne) - Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne";"Messy";10,0685166847168
"Dum, Dumb, and Dumber (with Young Thug & Future) - Lil Baby, Young Thug, Future";"BOKeTE";10,0325762381243
"Smile - Morgan Wallen";"Too Sweet";10,0206099147965
"Smile - Morgan Wallen";"The Abyss";10,0098424270437
"EL CLúB - Bad Bunny";"Too Sweet";10,0008401751002
"EL CLúB - Bad Bunny";"Too Sweet";10,0008401751002
"CAFé CON RON - Bad Bunny, Los Pleneros de la Cresta";"Who";9,98869486646711
"Too Sweet - Hozier";"PERFuMITO NUEVO";9,9566533879203
"TURiSTA - Bad Bunny";"Too Sweet";9,95563655371443
"DtMF - Bad Bunny";"Too Sweet";9,89575113667969
"on one tonight - Gunna";"BAILE INoLVIDABLE";9,87849910532593
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"Messy";9,85457765789583
"Stoned - Mac Miller";"HOT TO GO!";9,85324137616246
"Stoned - Mac Miller";"HOT TO GO!";9,85324137616246
"Messy - Lola Young";"PERFuMITO NUEVO";9,7809689288235
"Love Somebody - Morgan Wallen";"BAILE INoLVIDABLE";9,76839991339791
"Mr. Brightside - The Killers";"Too Sweet";9,73788823834923
"Too Sweet - Hozier";"PERFuMITO NUEVO";9,73575290815239
"APT. - ROSÉ, Bruno Mars";"VOY A LLeVARTE PA PR";9,72786869390964
"EoO - Bad Bunny";"Too Sweet";9,69265627705099
"LA MuDANZA - Bad Bunny";"4X4";9,65592541559246
"Mr. Brightside - The Killers";"Too Sweet";9,6457463361583
"MILLION DOLLAR BABY - Tommy Richman";"VOY A LLeVARTE PA PR";9,6337680594466
"DENIAL IS A RIVER - Doechii";"KLOuFRENS";9,61346100932326
"Something in the Orange - Zach Bryan";"4X4";9,59720220272064
"The Abyss - The Weeknd";"LA MuDANZA";9,59310011539426
"Saturn - SZA";"Too Sweet";9,59114268817576
"Too Sweet - Hozier";"KLOuFRENS";9,53668324628566
"Tweaker - GELO";"BOKeTE";9,53134613721073
"Take Me Back To LA - The Weeknd";"PERFuMITO NUEVO";9,47094244303683
"São Paulo (feat. Anitta) - The Weeknd, Anitta";"KLOuFRENS";9,42447176207402
"Tweaker - GELO";"4X4";9,42034185990195
"Sweater Weather - The Neighbourhood";"PERFuMITO NUEVO";9,40101829042774
"Tweaker - G3 GELO";"BOKeTE";9,39113474410075
"Messy - Lola Young";"KLOuFRENS";9,35857047941793
"Sports car - Tate McRae";"VOY A LLeVARTE PA PR";9,34319481186455
"Something in the Orange - Zach Bryan";"Too Sweet";9,32963881982745
"Timeless (feat Playboi Carti) - The Weeknd, Playboi Carti";"VOY A LLeVARTE PA PR";9,32600341259557
"Too Sweet - Hozier";"KLOuFRENS";9,3171092617641
"I Can't Wait To Get There - The Weeknd";"WELTiTA";9,2877827520249
"Not Like Us - Kendrick Lamar";"VOY A LLeVARTE PA PR";9,24951823034688
"VOY A LLeVARTE PA PR - Bad Bunny";"DENIAL IS A RIVER";9,23879730863581
"DtMF - Bad Bunny";"Too Sweet";9,22594956797904
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay";"EoO";9,15664036620907
"APT. - ROSÉ, Bruno Mars";"VOY A LLeVARTE PA PR";9,15510535037261
"EoO - Bad Bunny";"Too Sweet";9,13899666782044
"Like Him (feat. Lola Young) - Tyler, The Creator, Lola Young";"WELTiTA";9,12965203871629
"EL CLúB - Bad Bunny";"Too Sweet";9,08020504985717
"EL CLúB - Bad Bunny";"Too Sweet";9,08020504985717
"Fat Juicy & Wet - Sexyy Red, Bruno Mars";"VOY A LLeVARTE PA PR";9,05190989963999
"Good Luck, Babe! - Chappell Roan";"VOY A LLeVARTE PA PR";9,03432628845509
"Stoned - Mac Miller";"Messy";9,0118174316094
"Cry For Me - The Weeknd";"PERFuMITO NUEVO";8,92287636377105
"Kill Bill - SZA";"VOY A LLeVARTE PA PR";8,91603988117772
"KLOuFRENS - Bad Bunny";"Messy";8,91292887455653
"Saturn - SZA";"Messy";8,90225659837525
"Kill Bill - SZA";"VOY A LLeVARTE PA PR";8,8908905737143
"Espresso - Sabrina Carpenter";"BAILE INoLVIDABLE";8,83719141973933
"Tweaker - G3 GELO";"The Abyss";8,83481743193848
"WELTiTA - Bad Bunny, Chuwi";"The Abyss";8,81728149842439
"Do You Have A Destination? - Mac Miller";"HOT TO GO!";8,78206570423617
"Do You Have A Destination? - Mac Miller";"HOT TO GO!";8,78206570423617
"Tweaker - GELO";"The Abyss";8,75226508339114
"Sweater Weather - The Neighbourhood";"PERFuMITO NUEVO";8,68192781026065
"APT. - ROSÉ, Bruno Mars";"KLOuFRENS";8,65657675902021
